"activateable","associateEntityType","associateParentEntity","createable","custom","customSetting","deepCloneable","deletable","deprecatedAndHidden","feedEnabled","hasSubtypes","idEnabled","isInterface","isSubtype","keyPrefix","label","labelPlural","layoutable","mergeable","mruEnabled","name","queryable","replicateable","retrieveable","searchable","triggerable","undeletable","updateable"
"false",,,"true","false","false",,"true","false","false","false","true",,"false",,"Share: Project","Share: Project","false","false","false","copado__Project__Share","true","false","true","false","false","false","true"
"false",,,"true","false","false",,"true","false","false","false","true",,"false",,"Tag: Project","Tag: Project","false","false","false","copado__Project__Tag","true","false","true","false","false","false","false"
"false",,,"true","true","false",,"true","false","false","false","true",,"false","aDA","Project","Projects","true","false","true","copado__Project__c","true","true","true","true","true","true","true"
"false",,,"false","false","false",,"false","false","false","false","false",,"false",,"Change Event: Promoted User Story","Change Event: Promoted User Story","false","false","false","copado__Promoted_User_Story__ChangeEvent","false","false","true","false","true","false","false"
"false",,,"true","false","false",,"true","false","false","false","true",,"false",,"Tag: Promoted User Story","Tag: Promoted User Story","false","false","false","copado__Promoted_User_Story__Tag","true","false","true","false","false","false","false"
"false",,,"true","true","false",,"true","false","false","false","true",,"false","aDB","Promoted User Story","Promoted User Stories","true","false","false","copado__Promoted_User_Story__c","true","true","true","true","true","true","true"
"false",,,"false","false","false",,"false","false","false","false","false",,"false",,"Change Event: Promotion","Change Event: Promotion","false","false","false","copado__Promotion__ChangeEvent","false","false","true","false","true","false","false"
"false",,,"true","false","false",,"true","false","false","false","true",,"false",,"Share: Promotion","Share: Promotion","false","false","false","copado__Promotion__Share","true","false","true","false","false","false","true"
"false",,,"true","false","false",,"true","false","false","false","true",,"false",,"Tag: Promotion","Tag: Promotion","false","false","false","copado__Promotion__Tag","true","false","true","false","false","false","false"
"false",,,"true","true","false",,"true","false","false","false","true",,"false","aDC","Promotion","Promotions","true","false","true","copado__Promotion__c","true","true","true","true","true","true","true"
"false",,,"false","false","false",,"false","false","false","false","false",,"false",,"Change Event: Pull Request Review","Change Event: Pull Request Review","false","false","false","copado__Pull_Request_Review__ChangeEvent","false","false","true","false","true","false","false"
"false",,,"true","false","false",,"true","false","false","false","true",,"false",,"Tag: Pull Request Review","Tag: Pull Request Review","false","false","false","copado__Pull_Request_Review__Tag","true","false","true","false","false","false","false"
"false",,,"true","true","false",,"true","false","false","false","true",,"false","aDD","Pull Request Review","Pull Request Reviews","true","false","false","copado__Pull_Request_Review__c","true","true","true","false","true","true","true"
"false",,,"false","false","false",,"false","false","false","false","false",,"false",,"Change Event: Pull Request","Change Event: Pull Request","false","false","false","copado__Pull_Request__ChangeEvent","false","false","true","false","true","false","false"
"false",,,"true","false","false",,"true","false","false","false","true",,"false",,"Tag: Pull Request","Tag: Pull Request","false","false","false","copado__Pull_Request__Tag","true","false","true","false","false","false","false"
"false",,,"true","true","false",,"true","false","false","false","true",,"false","aDE","Pull Request","Pull Requests","true","false","false","copado__Pull_Request__c","true","true","true","false","true","true","true"
"false",,,"false","false","false",,"false","false","false","false","false",,"false",,"Change Event: Quality Gate Rule Condition","Change Event: Quality Gate Rule Condition","false","false","false","copado__Quality_Gate_Rule_Condition__ChangeEvent","false","false","true","false","true","false","false"
"false",,,"false","false","false",,"false","false","false","false","true",,"false",,"History: Quality Gate Rule Condition","History: Quality Gate Rule Condition","false","false","false","copado__Quality_Gate_Rule_Condition__History","true","true","true","false","false","false","false"
"false",,,"true","false","false",,"true","false","false","false","true",,"false",,"Tag: Quality Gate Rule Condition","Tag: Quality Gate Rule Condition","false","false","false","copado__Quality_Gate_Rule_Condition__Tag","true","false","true","false","false","false","false"
"false",,,"true","true","false",,"true","false","false","false","true",,"false","aJF","Quality Gate Rule Condition","Quality Gate Rule Conditions","true","false","false","copado__Quality_Gate_Rule_Condition__c","true","true","true","true","true","true","true"
"false",,,"false","false","false",,"false","false","false","false","false",,"false",,"Change Event: Quality Gate Rule","Change Event: Quality Gate Rule","false","false","false","copado__Quality_Gate_Rule__ChangeEvent","false","false","true","false","true","false","false"
"false",,,"false","false","false",,"false","false","false","false","true",,"false",,"History: Quality Gate Rule","History: Quality Gate Rule","false","false","false","copado__Quality_Gate_Rule__History","true","true","true","false","false","false","false"
"false",,,"true","false","false",,"true","false","false","false","true",,"false",,"Share: Quality Gate Rule","Share: Quality Gate Rule","false","false","false","copado__Quality_Gate_Rule__Share","true","false","true","false","false","false","true"
"false",,,"true","false","false",,"true","false","false","false","true",,"false",,"Tag: Quality Gate Rule","Tag: Quality Gate Rule","false","false","false","copado__Quality_Gate_Rule__Tag","true","false","true","false","false","false","false"
"false",,,"true","true","false",,"true","false","false","false","true",,"false","aJG","Quality Gate Rule","Quality Gate Rules","true","false","true","copado__Quality_Gate_Rule__c","true","true","true","true","true","true","true"
"false",,,"false","false","false",,"false","false","false","false","false",,"false",,"Change Event: Automation","Change Event: Automation","false","false","false","copado__Quality_Gate__ChangeEvent","false","false","true","false","true","false","false"
"false",,,"true","false","false",,"true","false","false","false","true",,"false",,"Share: Automation","Share: Automation","false","false","false","copado__Quality_Gate__Share","true","false","true","false","false","false","true"
"false",,,"true","false","false",,"true","false","false","false","true",,"false",,"Tag: Automation","Tag: Automation","false","false","false","copado__Quality_Gate__Tag","true","false","true","false","false","false","false"
"false",,,"true","true","false",,"true","false","false","false","true",,"false","aDF","Automation","Automations","true","false","false","copado__Quality_Gate__c","true","true","true","false","true","true","true"
"false",,,"false","false","false",,"false","false","false","false","false",,"false",,"Change Event: Record Matching Formula","Change Event: Record Matching Formula","false","false","false","copado__Record_Matching_Formula__ChangeEvent","false","false","true","false","true","false","false"
"false",,,"true","false","false",,"true","false","false","false","true",,"false",,"Share: Record Matching Formula","Share: Record Matching Formula","false","false","false","copado__Record_Matching_Formula__Share","true","false","true","false","false","false","true"
"false",,,"true","false","false",,"true","false","false","false","true",,"false",,"Tag: Record Matching Formula","Tag: Record Matching Formula","false","false","false","copado__Record_Matching_Formula__Tag","true","false","true","false","false","false","false"
"false",,,"true","true","false",,"true","false","false","false","true",,"false","aDG","Record Matching Formula","Record Matching Formulas","true","false","true","copado__Record_Matching_Formula__c","true","true","true","true","true","true","true"
"false",,,"false","false","false",,"false","false","false","false","false",,"false",,"Change Event: Release","Change Event: Release","false","false","false","copado__Release__ChangeEvent","false","false","true","false","true","false","false"
"false",,,"true","false","false",,"true","false","false","false","true",,"false",,"Share: Release","Share: Release","false","false","false","copado__Release__Share","true","false","true","false","false","false","true"
"false",,,"true","false","false",,"true","false","false","false","true",,"false",,"Tag: Release","Tag: Release","false","false","false","copado__Release__Tag","true","false","true","false","false","false","false"
"false",,,"true","true","false",,"true","false","false","false","true",,"false","aDH","Release","Releases","true","false","true","copado__Release__c","true","true","true","true","true","true","true"
"false",,,"false","false","false",,"false","false","false","false","false",,"false",,"Change Event: Result","Change Event: Result","false","false","false","copado__Result__ChangeEvent","false","false","true","false","true","false","false"
"false",,,"false","false","false",,"false","false","false","false","true",,"false",,"History: Result","History: Result","false","false","false","copado__Result__History","true","true","true","false","false","false","false"
"false",,,"true","false","false",,"true","false","false","false","true",,"false",,"Share: Result","Share: Result","false","false","false","copado__Result__Share","true","false","true","false","false","false","true"
"false",,,"true","false","false",,"true","false","false","false","true",,"false",,"Tag: Result","Tag: Result","false","false","false","copado__Result__Tag","true","false","true","false","false","false","false"
"false",,,"true","true","false",,"true","false","false","false","true",,"false","aH5","Result","Results","true","false","true","copado__Result__c","true","true","true","true","true","true","true"
"false",,,"false","false","false",,"false","false","false","false","false",,"false",,"Change Event: Scheduled Job Run","Change Event: Scheduled Job Run","false","false","false","copado__Scheduled_Job_Run__ChangeEvent","false","false","true","false","true","false","false"
"false",,,"true","false","false",,"true","false","false","false","true",,"false",,"Tag: Scheduled Job Run","Tag: Scheduled Job Run","false","false","false","copado__Scheduled_Job_Run__Tag","true","false","true","false","false","false","false"
"false",,,"true","true","false",,"true","false","false","false","true",,"false","aDI","Scheduled Job Run","Scheduled Job Runs","true","false","false","copado__Scheduled_Job_Run__c","true","true","true","false","true","true","true"
"false",,,"false","false","false",,"false","false","false","false","false",,"false",,"Change Event: Scheduled Job","Change Event: Scheduled Job","false","false","false","copado__Scheduled_Job__ChangeEvent","false","false","true","false","true","false","false"
"false",,,"true","false","false",,"true","false","false","false","true",,"false",,"Share: Scheduled Job","Share: Scheduled Job","false","false","false","copado__Scheduled_Job__Share","true","false","true","false","false","false","true"
"false",,,"true","false","false",,"true","false","false","false","true",,"false",,"Tag: Scheduled Job","Tag: Scheduled Job","false","false","false","copado__Scheduled_Job__Tag","true","false","true","false","false","false","false"
"false",,,"true","true","false",,"true","false","false","false","true",,"false","aDJ","Scheduled Job","Scheduled Jobs","true","false","true","copado__Scheduled_Job__c","true","true","true","true","true","true","true"
"false",,,"false","false","false",,"false","false","false","false","false",,"false",,"Change Event: Scratch Org Definition","Change Event: Scratch Org Definition","false","false","false","copado__Scratch_Org_Definition__ChangeEvent","false","false","true","false","true","false","false"
"false",,,"false","false","false",,"false","false","false","false","true",,"false",,"History: Scratch Org Definition","History: Scratch Org Definition","false","false","false","copado__Scratch_Org_Definition__History","true","true","true","false","false","false","false"
"false",,,"true","false","false",,"true","false","false","false","true",,"false",,"Tag: Scratch Org Definition","Tag: Scratch Org Definition","false","false","false","copado__Scratch_Org_Definition__Tag","true","false","true","false","false","false","false"
"false",,,"true","true","false",,"true","false","false","false","true",,"false","aDK","Scratch Org Definition","Scratch Org Definitions","true","false","true","copado__Scratch_Org_Definition__c","true","true","true","true","true","true","true"
"false",,,"false","false","false",,"false","false","false","false","false",,"false",,"Change Event: Scratch Org Project Template","Change Event: Scratch Org Project Template","false","false","false","copado__Scratch_Org_Project_Template__ChangeEvent","false","false","true","false","true","false","false"
"false",,,"false","false","false",,"false","false","false","false","true",,"false",,"History: Scratch Org Project Template","History: Scratch Org Project Template","false","false","false","copado__Scratch_Org_Project_Template__History","true","true","true","false","false","false","false"
"false",,,"true","false","false",,"true","false","false","false","true",,"false",,"Share: Scratch Org Project Template","Share: Scratch Org Project Template","false","false","false","copado__Scratch_Org_Project_Template__Share","true","false","true","false","false","false","true"
"false",,,"true","false","false",,"true","false","false","false","true",,"false",,"Tag: Scratch Org Project Template","Tag: Scratch Org Project Template","false","false","false","copado__Scratch_Org_Project_Template__Tag","true","false","true","false","false","false","false"
"false",,,"true","true","false",,"true","false","false","false","true",,"false","aDL","Scratch Org Project Template","Scratch Org Project Templates","true","false","true","copado__Scratch_Org_Project_Template__c","true","true","true","true","true","true","true"
"false",,,"false","false","false",,"false","false","false","false","false",,"false",,"Change Event: Selenium Group Credential","Change Event: Selenium Group Credential","false","false","false","copado__Selenium_Group_Org_Credential__ChangeEvent","false","false","true","false","true","false","false"
"false",,,"true","false","false",,"true","false","false","false","true",,"false",,"Tag: Selenium Group Credential","Tag: Selenium Group Credential","false","false","false","copado__Selenium_Group_Org_Credential__Tag","true","false","true","false","false","false","false"
"false",,,"true","true","false",,"true","false","false","false","true",,"false","aDM","Selenium Group Credential","Selenium Group Credentials","true","false","false","copado__Selenium_Group_Org_Credential__c","true","true","true","false","true","true","true"
"false",,,"false","false","false",,"false","false","false","false","false",,"false",,"Change Event: Selenium Group Test Suite","Change Event: Selenium Group Test Suite","false","false","false","copado__Selenium_Group_Test_Suite__ChangeEvent","false","false","true","false","true","false","false"
"false",,,"true","false","false",,"true","false","false","false","true",,"false",,"Tag: Selenium Group Test Suite","Tag: Selenium Group Test Suite","false","false","false","copado__Selenium_Group_Test_Suite__Tag","true","false","true","false","false","false","false"
"false",,,"true","true","false",,"true","false","false","false","true",,"false","aDN","Selenium Group Test Suite","Selenium Group Test Suites","true","false","false","copado__Selenium_Group_Test_Suite__c","true","true","true","false","true","true","true"
"false",,,"false","false","false",,"false","false","false","false","false",,"false",,"Change Event: Selenium Group Variable","Change Event: Selenium Group Variable","false","false","false","copado__Selenium_Group_Variable__ChangeEvent","false","false","true","false","true","false","false"
"false",,,"true","false","false",,"true","false","false","false","true",,"false",,"Tag: Selenium Group Variable","Tag: Selenium Group Variable","false","false","false","copado__Selenium_Group_Variable__Tag","true","false","true","false","false","false","false"
"false",,,"true","true","false",,"true","false","false","false","true",,"false","aDO","Selenium Group Variable","Selenium Group Variables","true","false","false","copado__Selenium_Group_Variable__c","true","true","true","false","true","true","true"
"false",,,"false","false","false",,"false","false","false","false","false",,"false",,"Change Event: Selenium Locator Reference","Change Event: Selenium Locator Reference","false","false","false","copado__Selenium_Locator_Reference__ChangeEvent","false","false","true","false","true","false","false"
"false",,,"true","false","false",,"true","false","false","false","true",,"false",,"Tag: Selenium Locator Reference","Tag: Selenium Locator Reference","false","false","false","copado__Selenium_Locator_Reference__Tag","true","false","true","false","false","false","false"
"false",,,"true","true","false",,"true","false","false","false","true",,"false","aDP","Selenium Locator Reference","Selenium Locator References","true","false","false","copado__Selenium_Locator_Reference__c","true","true","true","false","true","true","true"
"false",,,"false","false","false",,"false","false","false","false","false",,"false",,"Change Event: Selenium Locator","Change Event: Selenium Locator","false","false","false","copado__Selenium_Locator__ChangeEvent","false","false","true","false","true","false","false"
"false",,,"true","false","false",,"true","false","false","false","true",,"false",,"Share: Selenium Locator","Share: Selenium Locator","false","false","false","copado__Selenium_Locator__Share","true","false","true","false","false","false","true"
"false",,,"true","false","false",,"true","false","false","false","true",,"false",,"Tag: Selenium Locator","Tag: Selenium Locator","false","false","false","copado__Selenium_Locator__Tag","true","false","true","false","false","false","false"
"false",,,"true","true","false",,"true","false","false","false","true",,"false","aDQ","Selenium Locator","Selenium Locators","true","false","true","copado__Selenium_Locator__c","true","true","true","true","true","true","true"
"false",,,"false","false","false",,"false","false","false","false","false",,"false",,"Change Event: Selenium Settings","Change Event: Selenium Settings","false","false","false","copado__Selenium_Settings__ChangeEvent","false","false","true","false","true","false","false"
"false",,,"true","false","false",,"true","false","false","false","true",,"false",,"Share: Selenium Settings","Share: Selenium Settings","false","false","false","copado__Selenium_Settings__Share","true","false","true","false","false","false","true"
"false",,,"true","false","false",,"true","false","false","false","true",,"false",,"Tag: Selenium Settings","Tag: Selenium Settings","false","false","false","copado__Selenium_Settings__Tag","true","false","true","false","false","false","false"
"false",,,"true","true","false",,"true","false","false","false","true",,"false","aDR","Selenium Settings","Selenium Settings","true","false","true","copado__Selenium_Settings__c","true","true","true","true","true","true","true"
"false",,,"false","false","false",,"false","false","false","false","false",,"false",,"Change Event: Selenium Test Case per Suite","Change Event: Selenium Test Case per Suite","false","false","false","copado__Selenium_Test_Case_Per_Suite__ChangeEvent","false","false","true","false","true","false","false"
"false",,,"true","false","false",,"true","false","false","false","true",,"false",,"Tag: Selenium Test Case per Suite","Tag: Selenium Test Case per Suite","false","false","false","copado__Selenium_Test_Case_Per_Suite__Tag","true","false","true","false","false","false","false"
"false",,,"true","true","false",,"true","false","false","false","true",,"false","aDS","Selenium Test Case per Suite","Selenium Test Cases per Suite","true","false","false","copado__Selenium_Test_Case_Per_Suite__c","true","true","true","false","true","true","true"
"false",,,"false","false","false",,"false","false","false","false","false",,"false",,"Change Event: Selenium Test Case","Change Event: Selenium Test Case","false","false","false","copado__Selenium_Test_Case__ChangeEvent","false","false","true","false","true","false","false"
"false",,,"true","false","false",,"true","false","false","false","true",,"false",,"Share: Selenium Test Case","Share: Selenium Test Case","false","false","false","copado__Selenium_Test_Case__Share","true","false","true","false","false","false","true"
"false",,,"true","false","false",,"true","false","false","false","true",,"false",,"Tag: Selenium Test Case","Tag: Selenium Test Case","false","false","false","copado__Selenium_Test_Case__Tag","true","false","true","false","false","false","false"
"false",,,"true","true","false",,"true","false","false","false","true",,"false","aDT","Selenium Test Case","Selenium Test Cases","true","false","true","copado__Selenium_Test_Case__c","true","true","true","true","true","true","true"
"false",,,"false","false","false",,"false","false","false","false","false",,"false",,"Change Event: Selenium Test Group","Change Event: Selenium Test Group","false","false","false","copado__Selenium_Test_Group__ChangeEvent","false","false","true","false","true","false","false"
"false",,,"true","false","false",,"true","false","false","false","true",,"false",,"Share: Selenium Test Group","Share: Selenium Test Group","false","false","false","copado__Selenium_Test_Group__Share","true","false","true","false","false","false","true"
"false",,,"true","false","false",,"true","false","false","false","true",,"false",,"Tag: Selenium Test Group","Tag: Selenium Test Group","false","false","false","copado__Selenium_Test_Group__Tag","true","false","true","false","false","false","false"
"false",,,"true","true","false",,"true","false","false","false","true",,"false","aDU","Selenium Test Group","Selenium Test Groups","true","false","true","copado__Selenium_Test_Group__c","true","true","true","true","true","true","true"
"false",,,"false","false","false",,"false","false","false","false","false",,"false",,"Change Event: Selenium Test Result","Change Event: Selenium Test Result","false","false","false","copado__Selenium_Test_Result__ChangeEvent","false","false","true","false","true","false","false"
"false",,,"true","false","false",,"true","false","false","false","true",,"false",,"Tag: Selenium Test Result","Tag: Selenium Test Result","false","false","false","copado__Selenium_Test_Result__Tag","true","false","true","false","false","false","false"
"false",,,"true","true","false",,"true","false","false","false","true",,"false","aDV","Selenium Test Result","Selenium Test Results","true","false","false","copado__Selenium_Test_Result__c","true","true","true","false","true","true","true"
"false",,,"false","false","false",,"false","false","false","false","false",,"false",,"Change Event: Selenium Test Run","Change Event: Selenium Test Run","false","false","false","copado__Selenium_Test_Run__ChangeEvent","false","false","true","false","true","false","false"
"false",,,"true","false","false",,"true","false","false","false","true",,"false",,"Share: Selenium Test Run","Share: Selenium Test Run","false","false","false","copado__Selenium_Test_Run__Share","true","false","true","false","false","false","true"
"false",,,"true","false","false",,"true","false","false","false","true",,"false",,"Tag: Selenium Test Run","Tag: Selenium Test Run","false","false","false","copado__Selenium_Test_Run__Tag","true","false","true","false","false","false","false"
"false",,,"true","true","false",,"true","false","false","false","true",,"false","aDW","Selenium Test Run","Selenium Test Runs","true","false","true","copado__Selenium_Test_Run__c","true","true","true","true","true","true","true"
"false",,,"false","false","false",,"false","false","false","false","false",,"false",,"Change Event: Selenium Test Suite","Change Event: Selenium Test Suite","false","false","false","copado__Selenium_Test_Suite__ChangeEvent","false","false","true","false","true","false","false"
"false",,,"true","false","false",,"true","false","false","false","true",,"false",,"Share: Selenium Test Suite","Share: Selenium Test Suite","false","false","false","copado__Selenium_Test_Suite__Share","true","false","true","false","false","false","true"
"false",,,"true","false","false",,"true","false","false","false","true",,"false",,"Tag: Selenium Test Suite","Tag: Selenium Test Suite","false","false","false","copado__Selenium_Test_Suite__Tag","true","false","true","false","false","false","false"
"false",,,"true","true","false",,"true","false","false","false","true",,"false","aDX","Selenium Test Suite","Selenium Test Suites","true","false","true","copado__Selenium_Test_Suite__c","true","true","true","true","true","true","true"
"false",,,"false","false","false",,"false","false","false","false","false",,"false",,"Change Event: Snapshot Difference","Change Event: Snapshot Difference","false","false","false","copado__Snapshot_Difference__ChangeEvent","false","false","true","false","true","false","false"
"false",,,"true","false","false",,"true","false","false","false","true",,"false",,"Share: Snapshot Difference","Share: Snapshot Difference","false","false","false","copado__Snapshot_Difference__Share","true","false","true","false","false","false","true"
"false",,,"true","false","false",,"true","false","false","false","true",,"false",,"Tag: Snapshot Difference","Tag: Snapshot Difference","false","false","false","copado__Snapshot_Difference__Tag","true","false","true","false","false","false","false"
"false",,,"true","true","false",,"true","false","false","false","true",,"false","aDb","Snapshot Difference","Snapshot Differences","true","false","true","copado__Snapshot_Difference__c","true","true","true","true","true","true","true"
"false",,,"false","false","false",,"false","false","false","false","false",,"false",,"Change Event: Sprint","Change Event: Sprint","false","false","false","copado__Sprint__ChangeEvent","false","false","true","false","true","false","false"
"false",,,"false","false","false",,"false","false","false","false","true",,"false",,"History: Sprint","History: Sprint","false","false","false","copado__Sprint__History","true","true","true","false","false","false","false"
"false",,,"true","false","false",,"true","false","false","false","true",,"false",,"Share: Sprint","Share: Sprint","false","false","false","copado__Sprint__Share","true","false","true","false","false","false","true"
"false",,,"true","false","false",,"true","false","false","false","true",,"false",,"Tag: Sprint","Tag: Sprint","false","false","false","copado__Sprint__Tag","true","false","true","false","false","false","false"
"false",,,"true","true","false",,"true","false","false","false","true",,"false","aDc","Sprint","Sprints","true","false","true","copado__Sprint__c","true","true","true","true","true","true","true"
"false",,,"false","true","false",,"false","false","false","false","true",,"false","h02","Sprint (Historical)","Sprints (Historical)","false","false","false","copado__Sprint__c_hd","true","true","true","false","false","false","false"
"false",,,"false","false","false",,"false","false","false","false","false",,"false",,"Change Event: Stage Connection","Change Event: Stage Connection","false","false","false","copado__Stage_Connection__ChangeEvent","false","false","true","false","true","false","false"
"false",,,"false","false","false",,"false","false","false","false","true",,"false",,"History: Stage Connection","History: Stage Connection","false","false","false","copado__Stage_Connection__History","true","true","true","false","false","false","false"
"false",,,"true","false","false",,"true","false","false","false","true",,"false",,"Tag: Stage Connection","Tag: Stage Connection","false","false","false","copado__Stage_Connection__Tag","true","false","true","false","false","false","false"
"false",,,"true","true","false",,"true","false","false","false","true",,"false","aKO","Stage Connection","Stage Connections","true","false","true","copado__Stage_Connection__c","true","true","true","true","true","true","true"
"false",,,"false","false","false",,"false","false","false","false","false",,"false",,"Change Event: Stage","Change Event: Stage","false","false","false","copado__Stage__ChangeEvent","false","false","true","false","true","false","false"
"false",,,"false","false","false",,"false","false","false","false","true",,"false",,"History: Stage","History: Stage","false","false","false","copado__Stage__History","true","true","true","false","false","false","false"
"false",,,"true","false","false",,"true","false","false","false","true",,"false",,"Share: Stage","Share: Stage","false","false","false","copado__Stage__Share","true","false","true","false","false","false","true"
"false",,,"true","false","false",,"true","false","false","false","true",,"false",,"Tag: Stage","Tag: Stage","false","false","false","copado__Stage__Tag","true","false","true","false","false","false","false"
"false",,,"true","true","false",,"true","false","false","false","true",,"false","aKP","Stage","Stages","true","false","true","copado__Stage__c","true","true","true","true","true","true","true"
"false",,,"false","true","false",,"false","false","false","false","true",,"false","m13","StandardResources","StandardResources","true","false","true","copado__StandardResources__mdt","true","false","true","false","false","false","false"
"false",,,"false","false","false",,"false","false","false","false","false",,"false",,"Change Event: Static Code Analysis Result","Change Event: Static Code Analysis Result","false","false","false","copado__Static_Code_Analysis_Result__ChangeEvent","false","false","true","false","true","false","false"
"false",,,"false","false","false",,"false","false","false","false","true",,"false",,"History: Static Code Analysis Result","History: Static Code Analysis Result","false","false","false","copado__Static_Code_Analysis_Result__History","true","true","true","false","false","false","false"
"false",,,"true","false","false",,"true","false","false","false","true",,"false",,"Share: Static Code Analysis Result","Share: Static Code Analysis Result","false","false","false","copado__Static_Code_Analysis_Result__Share","true","false","true","false","false","false","true"
"false",,,"true","false","false",,"true","false","false","false","true",,"false",,"Tag: Static Code Analysis Result","Tag: Static Code Analysis Result","false","false","false","copado__Static_Code_Analysis_Result__Tag","true","false","true","false","false","false","false"
"false",,,"true","true","false",,"true","false","false","false","true",,"false","aDd","Static Code Analysis Result","Static Code Analysis Results","true","false","true","copado__Static_Code_Analysis_Result__c","true","true","true","true","true","true","true"
"false",,,"false","false","false",,"false","false","false","false","false",,"false",,"Change Event: Static Code Analysis Rule","Change Event: Static Code Analysis Rule","false","false","false","copado__Static_Code_Analysis_Rule__ChangeEvent","false","false","true","false","true","false","false"
"false",,,"true","false","false",,"true","false","false","false","true",,"false",,"Tag: Static Code Analysis Rule","Tag: Static Code Analysis Rule","false","false","false","copado__Static_Code_Analysis_Rule__Tag","true","false","true","false","false","false","false"
"false",,,"true","true","false",,"true","false","false","false","true",,"false","aDe","Static Code Analysis Rule","Static Code Analysis Rules","true","false","false","copado__Static_Code_Analysis_Rule__c","true","true","true","true","true","true","true"
"false",,,"false","false","false",,"false","false","false","false","false",,"false",,"Change Event: Static Code Analysis Settings","Change Event: Static Code Analysis Settings","false","false","false","copado__Static_Code_Analysis_Settings__ChangeEvent","false","false","true","false","true","false","false"
"false",,,"true","false","false",,"true","false","false","false","true",,"false",,"Share: Static Code Analysis Settings","Share: Static Code Analysis Settings","false","false","false","copado__Static_Code_Analysis_Settings__Share","true","false","true","false","false","false","true"
"false",,,"true","false","false",,"true","false","false","false","true",,"false",,"Tag: Static Code Analysis Settings","Tag: Static Code Analysis Settings","false","false","false","copado__Static_Code_Analysis_Settings__Tag","true","false","true","false","false","false","false"
"false",,,"true","true","false",,"true","false","false","false","true",,"false","aDf","Static Code Analysis Settings","Static Code Analysis Settings","true","false","true","copado__Static_Code_Analysis_Settings__c","true","true","true","true","true","true","true"
"false",,,"false","false","false",,"false","false","false","false","false",,"false",,"Change Event: Static Code Analysis Violation","Change Event: Static Code Analysis Violation","false","false","false","copado__Static_Code_Analysis_Violation__ChangeEvent","false","false","true","false","true","false","false"
"false",,,"true","false","false",,"true","false","false","false","true",,"false",,"Tag: Static Code Analysis Violation","Tag: Static Code Analysis Violation","false","false","false","copado__Static_Code_Analysis_Violation__Tag","true","false","true","false","false","false","false"
"false",,,"true","true","false",,"true","false","false","false","true",,"false","aDg","Static Code Analysis Violation","Static Code Analysis Violations","true","false","false","copado__Static_Code_Analysis_Violation__c","true","true","true","false","true","true","true"
"false",,,"false","false","false",,"false","false","false","false","false",,"false",,"Change Event: Step","Change Event: Step","false","false","false","copado__Step__ChangeEvent","false","false","true","false","true","false","false"
"false",,,"false","false","false",,"false","false","false","false","true",,"false",,"History: Step","History: Step","false","false","false","copado__Step__History","true","true","true","false","false","false","false"
"false",,,"true","false","false",,"true","false","false","false","true",,"false",,"Tag: Step","Tag: Step","false","false","false","copado__Step__Tag","true","false","true","false","false","false","false"
"false",,,"true","true","false",,"true","false","false","false","true",,"false","aDh","Step","Steps","true","false","false","copado__Step__c","true","true","true","true","true","true","true"
"false",,,"false","true","false",,"false","false","false","false","true",,"false","m0M","Streaming Setting","Streaming Settings","true","false","true","copado__Streaming_Setting__mdt","true","false","true","false","false","false","false"
"false",,,"false","false","false",,"false","false","false","false","false",,"false",,"Change Event: System Property","Change Event: System Property","false","false","false","copado__System_Property__ChangeEvent","false","false","true","false","true","false","false"
"false",,,"true","false","false",,"true","false","false","false","true",,"false",,"Share: System Property","Share: System Property","false","false","false","copado__System_Property__Share","true","false","true","false","false","false","true"
"false",,,"true","false","false",,"true","false","false","false","true",,"false",,"Tag: System Property","Tag: System Property","false","false","false","copado__System_Property__Tag","true","false","true","false","false","false","false"
"false",,,"true","true","false",,"true","false","false","false","true",,"false","aH6","System Property","System Properties","true","false","true","copado__System_Property__c","true","true","true","true","true","true","true"
"false",,,"false","false","false",,"false","false","false","false","false",,"false",,"Change Event: User Story Dependency","Change Event: User Story Dependency","false","false","false","copado__Team_Dependency__ChangeEvent","false","false","true","false","true","false","false"
"false",,,"false","false","false",,"false","false","false","false","true",,"false",,"History: User Story Dependency","History: User Story Dependency","false","false","false","copado__Team_Dependency__History","true","true","true","false","false","false","false"
"false",,,"true","false","false",,"true","false","false","false","true",,"false",,"Share: User Story Dependency","Share: User Story Dependency","false","false","false","copado__Team_Dependency__Share","true","false","true","false","false","false","true"
"false",,,"true","false","false",,"true","false","false","false","true",,"false",,"Tag: User Story Dependency","Tag: User Story Dependency","false","false","false","copado__Team_Dependency__Tag","true","false","true","false","false","false","false"
"false",,,"true","true","false",,"true","false","false","false","true",,"false","aDi","User Story Dependency","User Story Dependencies","true","false","true","copado__Team_Dependency__c","true","true","true","true","true","true","true"
"false",,,"false","false","false",,"false","false","false","false","false",,"false",,"Change Event: Team Member","Change Event: Team Member","false","false","false","copado__Team_Member__ChangeEvent","false","false","true","false","true","false","false"
"false",,,"false","false","false",,"false","false","false","false","true",,"false",,"History: Team Member","History: Team Member","false","false","false","copado__Team_Member__History","true","true","true","false","false","false","false"
"false",,,"true","false","false",,"true","false","false","false","true",,"false",,"Tag: Team Member","Tag: Team Member","false","false","false","copado__Team_Member__Tag","true","false","true","false","false","false","false"
"false",,,"true","true","false",,"true","false","false","false","true",,"false","aDj","Team Member","Team Members","true","false","false","copado__Team_Member__c","true","true","true","true","true","true","true"
